Program,Year,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,SOYBEANS - ACRES PLANTED,"104,500"
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,242,000"
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.6
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,490"
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,600"
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","65,000"
SURVEY,2020,MINNESOTA,27,KANDIYOHI,67,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",43.6
SURVEY,2020,MINNESOTA,27,MCLEOD,85,CORN,CORN - ACRES PLANTED,"116,000"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - ACRES HARVESTED","113,100"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","20,890,000"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.7
SURVEY,2020,MINNESOTA,27,MCLEOD,85,SOYBEANS,SOYBEANS - ACRES HARVESTED,"87,900"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,SOYBEANS,SOYBEANS - ACRES PLANTED,"88,600"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,720,000"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.7
SURVEY,2020,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,650"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,800"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","69,300"
SURVEY,2020,MINNESOTA,27,MCLEOD,85,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",42
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,CORN - ACRES PLANTED,"121,000"
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, GRAIN - ACRES HARVESTED","113,900"
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","21,333,000"
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.3
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, SILAGE - ACRES HARVESTED","5,820"
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","154,000"
SURVEY,2020,MINNESOTA,27,MEEKER,93,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",26.5
SURVEY,2020,MINNESOTA,27,MEEKER,93,SOYBEANS,SOYBEANS - ACRES HARVESTED,"100,600"
SURVEY,2020,MINNESOTA,27,MEEKER,93,SOYBEANS,SOYBEANS - ACRES PLANTED,"101,500"
SURVEY,2020,MINNESOTA,27,MEEKER,93,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,151,000"
SURVEY,2020,MINNESOTA,27,MEEKER,93,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.2
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,CORN - ACRES PLANTED,"99,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - ACRES HARVESTED","71,500"
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","12,670,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.2
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, SILAGE - ACRES HARVESTED","26,700"
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","547,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",20.5
SURVEY,2020,MINNESOTA,27,MORRISON,97,OATS,OATS - ACRES HARVESTED,"4,320"
SURVEY,2020,MINNESOTA,27,MORRISON,97,OATS,OATS - ACRES PLANTED,"7,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,OATS,"OATS - PRODUCTION, MEASURED IN BU","165,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",38.2
SURVEY,2020,MINNESOTA,27,MORRISON,97,SOYBEANS,SOYBEANS - ACRES HARVESTED,"33,800"
SURVEY,2020,MINNESOTA,27,MORRISON,97,SOYBEANS,SOYBEANS - ACRES PLANTED,"34,100"
SURVEY,2020,MINNESOTA,27,MORRISON,97,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,754,000"
SURVEY,2020,MINNESOTA,27,MORRISON,97,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.9
SURVEY,2020,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,330"
SURVEY,2020,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,400"
SURVEY,2020,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","31,900"
SURVEY,2020,MINNESOTA,27,MORRISON,97,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",24
SURVEY,2020,MINNESOTA,27,RENVILLE,129,CORN,CORN - ACRES PLANTED,"255,500"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - ACRES HARVESTED","248,500"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","49,294,000"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.4
SURVEY,2020,MINNESOTA,27,RENVILLE,129,SOYBEANS,SOYBEANS - ACRES HARVESTED,"186,900"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,SOYBEANS,SOYBEANS - ACRES PLANTED,"188,500"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","9,943,000"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.2
SURVEY,2020,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","2,280"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","2,400"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","98,600"
SURVEY,2020,MINNESOTA,27,RENVILLE,129,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",43.2
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,CORN - ACRES PLANTED,"35,000"
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, GRAIN - ACRES HARVESTED","32,700"
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","6,501,000"
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.8
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, SILAGE - ACRES HARVESTED","1,980"
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","44,600"
SURVEY,2020,MINNESOTA,27,SCOTT,139,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",22.5
SURVEY,2020,MINNESOTA,27,SCOTT,139,SOYBEANS,SOYBEANS - ACRES HARVESTED,"33,200"
SURVEY,2020,MINNESOTA,27,SCOTT,139,SOYBEANS,SOYBEANS - ACRES PLANTED,"33,500"
SURVEY,2020,MINNESOTA,27,SCOTT,139,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,942,000"
SURVEY,2020,MINNESOTA,27,SCOTT,139,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.5
SURVEY,2020,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",380
SURVEY,2020,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",400
SURVEY,2020,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","21,400"
SURVEY,2020,MINNESOTA,27,SCOTT,139,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",56.3
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,CORN - ACRES PLANTED,"25,900"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, GRAIN - ACRES HARVESTED","24,000"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,318,000"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.9
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - ACRES HARVESTED","1,660"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","35,700"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",21.5
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,SOYBEANS,SOYBEANS - ACRES HARVESTED,"20,400"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,SOYBEANS,SOYBEANS - ACRES PLANTED,"20,600"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,040,000"
SURVEY,2020,MINNESOTA,27,SHERBURNE,141,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,CORN - ACRES PLANTED,"152,500"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, GRAIN - ACRES HARVESTED","145,400"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","28,847,000"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.4
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, SILAGE - ACRES HARVESTED","5,770"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","127,000"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",22
SURVEY,2020,MINNESOTA,27,SIBLEY,143,OATS,OATS - ACRES HARVESTED,600
SURVEY,2020,MINNESOTA,27,SIBLEY,143,OATS,OATS - ACRES PLANTED,"1,000"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,OATS,"OATS - PRODUCTION, MEASURED IN BU","43,200"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",72
SURVEY,2020,MINNESOTA,27,SIBLEY,143,SOYBEANS,SOYBEANS - ACRES HARVESTED,"117,500"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,SOYBEANS,SOYBEANS - ACRES PLANTED,"118,500"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","6,686,000"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9
SURVEY,2020,MINNESOTA,27,SIBLEY,143,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",950
SURVEY,2020,MINNESOTA,27,SIBLEY,143,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,000"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","49,600"
SURVEY,2020,MINNESOTA,27,SIBLEY,143,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",52.2
SURVEY,2020,MINNESOTA,27,STEARNS,145,CORN,CORN - ACRES PLANTED,"222,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,CORN,"CORN, GRAIN - ACRES HARVESTED","181,100"
SURVEY,2020,MINNESOTA,27,STEARNS,145,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","33,739,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.3
SURVEY,2020,MINNESOTA,27,STEARNS,145,OATS,OATS - ACRES HARVESTED,"16,300"
SURVEY,2020,MINNESOTA,27,STEARNS,145,OATS,OATS - ACRES PLANTED,"24,400"
SURVEY,2020,MINNESOTA,27,STEARNS,145,OATS,"OATS - PRODUCTION, MEASURED IN BU","908,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55.7
SURVEY,2020,MINNESOTA,27,STEARNS,145,SOYBEANS,SOYBEANS - ACRES HARVESTED,"103,100"
SURVEY,2020,MINNESOTA,27,STEARNS,145,SOYBEANS,SOYBEANS - ACRES PLANTED,"104,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","5,289,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.3
SURVEY,2020,MINNESOTA,27,STEARNS,145,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","4,060"
SURVEY,2020,MINNESOTA,27,STEARNS,145,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","4,300"
SURVEY,2020,MINNESOTA,27,STEARNS,145,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","178,000"
SURVEY,2020,MINNESOTA,27,STEARNS,145,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",43.8
SURVEY,2020,MINNESOTA,27,TODD,153,BARLEY,BARLEY - ACRES HARVESTED,910
SURVEY,2020,MINNESOTA,27,TODD,153,BARLEY,BARLEY - ACRES PLANTED,"1,100"
SURVEY,2020,MINNESOTA,27,TODD,153,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU","27,400"
SURVEY,2020,MINNESOTA,27,TODD,153,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",30.1
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,CORN - ACRES PLANTED,"73,600"
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, GRAIN - ACRES HARVESTED","60,400"
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,743,000"
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.3
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, SILAGE - ACRES HARVESTED","12,500"
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","250,000"
SURVEY,2020,MINNESOTA,27,TODD,153,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",20
SURVEY,2020,MINNESOTA,27,TODD,153,OATS,OATS - ACRES HARVESTED,"7,490"
SURVEY,2020,MINNESOTA,27,TODD,153,OATS,OATS - ACRES PLANTED,"11,400"
SURVEY,2020,MINNESOTA,27,TODD,153,OATS,"OATS - PRODUCTION, MEASURED IN BU","408,000"
SURVEY,2020,MINNESOTA,27,TODD,153,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54.5
SURVEY,2020,MINNESOTA,27,TODD,153,SOYBEANS,SOYBEANS - ACRES HARVESTED,"54,400"
SURVEY,2020,MINNESOTA,27,TODD,153,SOYBEANS,SOYBEANS - ACRES PLANTED,"54,900"
SURVEY,2020,MINNESOTA,27,TODD,153,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","2,377,000"
SURVEY,2020,MINNESOTA,27,TODD,153,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.7
SURVEY,2020,MINNESOTA,27,TODD,153,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","4,290"
SURVEY,2020,MINNESOTA,27,TODD,153,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","4,500"
SURVEY,2020,MINNESOTA,27,TODD,153,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","121,000"
SURVEY,2020,MINNESOTA,27,TODD,153,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",28.2
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,CORN - ACRES PLANTED,"19,500"
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, GRAIN - ACRES HARVESTED","16,800"
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,760,000"
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.3
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, SILAGE - ACRES HARVESTED","2,530"
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","43,000"
SURVEY,2020,MINNESOTA,27,WADENA,159,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17
SURVEY,2020,MINNESOTA,27,WADENA,159,OATS,OATS - ACRES HARVESTED,"2,420"
SURVEY,2020,MINNESOTA,27,WADENA,159,OATS,OATS - ACRES PLANTED,"5,600"
SURVEY,2020,MINNESOTA,27,WADENA,159,OATS,"OATS - PRODUCTION, MEASURED IN BU","102,000"
SURVEY,2020,MINNESOTA,27,WADENA,159,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",42.1
SURVEY,2020,MINNESOTA,27,WADENA,159,SOYBEANS,SOYBEANS - ACRES HARVESTED,"11,000"
SURVEY,2020,MINNESOTA,27,WADENA,159,SOYBEANS,SOYBEANS - ACRES PLANTED,"11,100"
SURVEY,2020,MINNESOTA,27,WADENA,159,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","526,000"
SURVEY,2020,MINNESOTA,27,WADENA,159,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.8
SURVEY,2020,MINNESOTA,27,WRIGHT,171,CORN,CORN - ACRES PLANTED,"77,700"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,CORN,"CORN, GRAIN - ACRES HARVESTED","72,300"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","14,612,000"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.1
SURVEY,2020,MINNESOTA,27,WRIGHT,171,SOYBEANS,SOYBEANS - ACRES HARVESTED,"73,200"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,SOYBEANS,SOYBEANS - ACRES PLANTED,"73,800"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","4,004,000"
SURVEY,2020,MINNESOTA,27,WRIGHT,171,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.7
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,CORN - ACRES PLANTED,"2,000"
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, GRAIN - ACRES HARVESTED",690
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","92,900"
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134.6
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, SILAGE - ACRES HARVESTED","1,300"
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","22,100"
SURVEY,2020,MINNESOTA,27,AITKIN,1,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17
SURVEY,2020,MINNESOTA,27,AITKIN,1,OATS,OATS - ACRES HARVESTED,560
SURVEY,2020,MINNESOTA,27,AITKIN,1,OATS,OATS - ACRES PLANTED,900
SURVEY,2020,MINNESOTA,27,AITKIN,1,OATS,"OATS - PRODUCTION, MEASURED IN BU","20,400"
SURVEY,2020,MINNESOTA,27,AITKIN,1,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",36.4
SURVEY,2020,MINNESOTA,27,AITKIN,1,SOYBEANS,SOYBEANS - ACRES HARVESTED,"7,650"
SURVEY,2020,MINNESOTA,27,AITKIN,1,SOYBEANS,SOYBEANS - ACRES PLANTED,"8,300"
SURVEY,2020,MINNESOTA,27,AITKIN,1,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","295,000"
SURVEY,2020,MINNESOTA,27,AITKIN,1,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.6
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,CORN - ACRES PLANTED,"5,600"
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, GRAIN - ACRES HARVESTED","5,270"
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","803,000"
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.4
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, SILAGE - ACRES HARVESTED",280
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","5,300"
SURVEY,2020,MINNESOTA,27,ANOKA,3,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",19
SURVEY,2020,MINNESOTA,27,ANOKA,3,SOYBEANS,SOYBEANS - ACRES HARVESTED,"3,240"
SURVEY,2020,MINNESOTA,27,ANOKA,3,SOYBEANS,SOYBEANS - ACRES PLANTED,"3,300"
SURVEY,2020,MINNESOTA,27,ANOKA,3,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","148,000"
SURVEY,2020,MINNESOTA,27,ANOKA,3,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.7
SURVEY,2020,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - ACRES HARVESTED",270
SURVEY,2020,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","5,900"
SURVEY,2020,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",22
SURVEY,2020,MINNESOTA,27,CHISAGO,25,CORN,CORN - ACRES PLANTED,"23,400"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - ACRES HARVESTED","22,500"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,854,000"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.3
SURVEY,2020,MINNESOTA,27,CHISAGO,25,OATS,OATS - ACRES HARVESTED,660
SURVEY,2020,MINNESOTA,27,CHISAGO,25,OATS,OATS - ACRES PLANTED,"1,400"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,OATS,"OATS - PRODUCTION, MEASURED IN BU","36,800"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",55.8
SURVEY,2020,MINNESOTA,27,CHISAGO,25,SOYBEANS,SOYBEANS - ACRES HARVESTED,"24,500"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,SOYBEANS,SOYBEANS - ACRES PLANTED,"24,700"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","1,073,000"
SURVEY,2020,MINNESOTA,27,CHISAGO,25,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",43.8
SURVEY,2020,MINNESOTA,27,CROW WING,35,CORN,CORN - ACRES PLANTED,"8,900"
SURVEY,2020,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - ACRES HARVESTED","6,580"
SURVEY,2020,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","957,000"
SURVEY,2020,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.4
SURVEY,2020,MINNESOTA,27,CROW WING,35,SOYBEANS,SOYBEANS - ACRES HARVESTED,"3,870"
SURVEY,2020,MINNESOTA,27,CROW WING,35,SOYBEANS,SOYBEANS - ACRES PLANTED,"3,900"
SURVEY,2020,MINNESOTA,27,CROW WING,35,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","150,000"
SURVEY,2020,MINNESOTA,27,CROW WING,35,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.8
SURVEY,2020,MINNESOTA,27,HENNEPIN,53,CORN,CORN - ACRES PLANTED,"13,100"
SURVEY,2020,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - ACRES HARVESTED","12,800"
SURVEY,2020,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,518,000"
